"","l2fc","fg_exprs","bg_exprs"
"RP11-1094H24.3",0.0580814905761498,4.10804014113911e-08,0
"RP11-1094H24.4",-0.0397438034709436,1.49383277859604e-08,4.32868426871295e-08
"ITGA3",-3.80836095541434,2.51337364998784e-06,4.82215427534622e-05
"RP5-875H18.9",-0.759232107513253,0,6.92589482994071e-07
"PDK2",-0.841392912699979,7.45796014714074e-06,1.41547975586913e-05
"RP5-875H18.10",0,0,0
"RP5-875H18.4",0,0,0
"SAMD14",-0.261326526148041,1.23241204234173e-07,3.46294741497036e-07
"PPP1R9B",0.503545601120659,1.02364891153294e-05,6.92589482994071e-06
"AC002401.1",0,0,0
"RP11-893F2.13",0.052896924871278,3.7345819464901e-08,0
"RP11-893F2.14",0,0,0
"SGCA",-0.0201793977870571,1.56852441752584e-07,1.73147370748518e-07
"COL1A1",-4.07311837057419,1.7365806051179e-06,4.50616032373018e-05
"RP11-893F2.5",0.0160737128662002,1.12037458394703e-08,0
"RP11-893F2.15",-0.0557580417856923,3.7345819464901e-09,4.32868426871295e-08
"RP11-893F2.6",0,0,0
"TMEM92",-4.41539854004366,2.31544080682386e-07,2.52795161292836e-05
"TMEM92-AS1",-0.258007543896877,8.96299667157625e-08,3.03007898809906e-07
"XYLT2",-1.31204612570124,2.34905204434227e-06,7.31547641412488e-06
"MRPL27",-1.05598175965525,4.8303082895903e-05,0.000101507646101319
"EME1",0.0405395004705709,3.84661940488481e-07,3.46294741497036e-07
"LRRC59",-0.806810517976487,3.56988688264989e-05,6.3198790323209e-05
"RP1-117B12.4",-0.0557580417856923,3.7345819464901e-09,4.32868426871295e-08
"ACSF2",-0.837489531250039,7.72311546534153e-06,1.45876659855626e-05
"CHAD",-1.00404521575405,5.97533111438416e-08,1.12545790986537e-06
"RP11-94C24.13",-0.254468886641311,5.60187291973515e-08,2.59721056122777e-07
"RSAD1",-0.3473828361968,7.57746676942842e-06,9.91268697535264e-06
"RP11-94C24.6",0,0,0
"MYCBPAP",-0.915309311514747,1.22867746039524e-06,3.20322635884758e-06
"EPN3",-3.22097325950472,8.21608028227823e-08,9.09023696429718e-06
"SPATA20",-1.08221709555015,1.00012104527005e-05,2.22927239838717e-05
"CACNA1G-AS1",0.0476936603456674,3.36112375184109e-08,0
"CACNA1G",0.086162999023055,2.91297391826228e-07,2.16434213435647e-07
"RP11-94C24.11",0,0,0
"CTB-22K21.2",0.0319703127673192,2.24074916789406e-08,0
"ABCC3",-2.26298519936096,1.36648353422073e-05,6.93888088274685e-05
"ANKRD40",-0.611584391561537,9.88170383041281e-06,1.56265502100537e-05
"RP11-294J22.6",-0.231016422082244,5.60560750168164e-06,6.75274745919219e-06
"LUC7L3",-0.585217484949586,8.56190257052321e-05,0.000128951504364959
"WFIKKN2",0.113914891214629,8.21608028227823e-08,0
"RP11-506D12.5",0,0,0
"TOB1",-1.12660684996353,6.34729547625458e-05,0.000139773215036741
"RP11-700H6.4",0.0107356821482897,7.46916389298021e-09,0
"RP11-700H6.1",-0.244928913712469,2.09136589003446e-07,4.32868426871295e-07
"RP11-700H6.2",-0.203693371653143,1.86729097324505e-08,1.73147370748518e-07
"SPAG9",-0.634934128587229,3.12547163101757e-05,4.90872796072048e-05
"RP11-481C4.1",0.0160737128662002,1.12037458394703e-08,0
"NME1",-1.20613659646308,6.31107003137363e-05,0.000146915544080117
"NME1-NME2",0.0266908844186505,1.86729097324505e-08,0
"NME2",-0.828642397824559,5.12011184863793e-06,9.86940013266552e-06
"MBTD1",-0.345382959546018,6.43095011185596e-06,8.44093432399024e-06
"UTP18",-0.0414664290369655,2.90774550353719e-05,2.99544951394936e-05
"RP11-1018N14.1",0.253201704483393,2.95031973772718e-07,8.65736853742589e-08
"RP11-1018N14.3",0,0,0
"RP11-1018N14.4",0,0,0
"RP11-1018N14.2",-0.056538522003382,4.48149833578812e-08,8.65736853742589e-08
"RP11-1018N14.5",0.116093560878544,1.30710368127154e-07,4.32868426871295e-08
"CA10",-0.857228637596156,1.49383277859604e-07,1.08217106717824e-06
"RP11-429O1.1",0,0,0
"AC102948.2",0,0,0
"C17orf112",0,0,0
"KIF2B",0,0,0
"TOM1L1",-4.02674121029702,5.75125619759476e-07,2.46735003316638e-05
"COX11",-0.162240764549453,2.57723500127282e-05,2.89588977576896e-05
"RP11-257O5.4",-0.0611358689104228,0,4.32868426871295e-08
"STXBP4",-0.990190703622043,1.35565324657591e-06,3.679381628406e-06
"HLF",-0.716160676410906,1.87476013713803e-06,3.72266847109313e-06
"RP11-515O17.2",-0.0134422085647555,3.36112375184109e-08,4.32868426871295e-08
"RP11-515O17.3",0.392262525244745,9.37380068569016e-07,4.76155269558424e-07
"MMD",0.00146133678539077,2.24896524817634e-05,2.24658713546202e-05
"RP11-515E23.2",0,0,0
"RP11-515E23.1",0,0,0
"TMEM100",-2.41856508907464,3.28643211291129e-07,6.10344481888525e-06
"PCTP",-0.516488988542971,8.1115119877765e-06,1.2033742267022e-05
"RP11-763E3.1",0,0,0
"ANKFN1",-1.35271558662522,1.86729097324505e-08,1.60161317942379e-06
"NOG",-0.16713676469779,4.48149833578812e-08,1.73147370748518e-07
"C17orf67",-0.044907772339787,4.45909084410918e-06,4.63169216752285e-06
"DGKE",0.370628451328606,6.0014731880096e-06,4.4152579540872e-06
"TRIM25",-0.189018834073798,9.82568510121546e-06,1.13411527840279e-05
"RP11-670E13.5",0,0,0
"RP11-670E13.6",0.907329384801079,1.00497600180049e-05,4.89141322364563e-06
"COIL",-0.978170104757849,1.35266558101872e-05,2.76170056343886e-05
"RP5-1107A17.3",0.0213920654394794,1.49383277859604e-08,0
"SCPEP1",0.163948180252586,0.000120051871251871,0.000107048361965271
"RP11-166P13.3",-0.961175855958484,2.27062582346598e-06,5.36756849320405e-06
"AKAP1",-1.92690924823246,5.94545445881224e-06,2.5409376657345e-05
"RP11-166P13.4",0.83558890764471,3.25655545733937e-06,1.38517896598814e-06
"MSI2",-0.772211800569167,3.03546820610716e-05,5.25502270221752e-05
"RP11-118E18.2",0,0,0
"RP11-118E18.4",0,0,0
"CCDC182",0,0,0
"RP11-60A24.3",0.0266908844186505,1.86729097324505e-08,0
"MRPS23",-1.15339852477612,3.17924961104702e-05,7.19427325460091e-05
"CUEDC1",-2.13109614969449,2.58806528891764e-06,1.4717526513624e-05
"RP11-343K8.3",-0.282658299300972,0,2.16434213435647e-07
"RP11-159D12.11",0,0,0
"VEZF1",-1.31565780405635,1.39225214965151e-05,3.61445136437531e-05
"RP11-159D12.5",-0.0149910768368372,3.32377793237619e-07,3.46294741497036e-07
"RP11-159D12.2",-0.749232038166703,9.59787560247956e-07,2.29420266241786e-06
"SRSF1",-0.367349839839498,4.03110775304142e-05,5.22905059660524e-05
"RP11-159D12.10",0.0315385028270689,2.87562809879738e-07,2.59721056122777e-07
"DYNLL2",-1.35261500559565,1.24772382832234e-05,3.34174425544639e-05
"OR4D1",0,0,0
"OR4D2",0,0,0
"EPX",0.0107356821482897,7.46916389298021e-09,0
"RP11-506H21.5",-0.0622298036445417,8.21608028227823e-08,1.29860528061388e-07
"MKS1",-0.861324363163334,2.45735492079049e-06,5.28099480782979e-06
"LPO",0.139173994463216,5.30310636401595e-07,3.89581584184165e-07
"MPO",0.48885929200403,4.03334850220931e-07,0
"BZRAP1",-0.117625104291129,1.43781404939869e-06,1.64490002211092e-06
"BZRAP1-AS1",1.70934984397544,3.54411826721911e-06,3.89581584184165e-07
"RP5-1171I10.5",3.57008842352168,3.29838277514006e-05,1.86133423554657e-06
"SUPT4H1",0.0844778431394659,8.6989617279594e-05,8.19852800494232e-05
"RNF43",-2.58327469083893,6.90897660100669e-07,9.13352380698431e-06
"HSF5",0.360452187439553,2.83828227933248e-07,0
"MTMR4",0.00613868938146401,1.06547622933363e-05,1.06052764583467e-05
"SEPT4-AS1",0.0139078758789647,9.70991306087427e-08,8.65736853742589e-08
"SEPT4",0.287570661866937,2.70383732925883e-06,2.03448160629508e-06
"C17orf47",0.00537782712473051,3.7345819464901e-09,0
"TEX14",1.40905514772727,6.02388067968854e-06,1.64490002211092e-06
"RAD51C",-0.287803755100884,1.66973158827573e-05,2.06045371190736e-05
"RP11-579A4.1",0.00537782712473051,3.7345819464901e-09,0
"PPM1E",-0.603541712065133,0,5.19442112245553e-07
"TRIM37",-0.670431436856056,5.25829138065807e-06,8.9603764362358e-06
"AC099850.1",-0.158184026064638,4.78026489150733e-07,6.49302640306942e-07
"SKA2",0.146284337477734,2.64072289436315e-05,2.37644766352341e-05
"PRR11",-0.052467635215252,3.63748281588136e-06,3.80924215646739e-06
"CTD-2510F5.6",0,0,0
"CTD-2510F5.4",0.00537782712473051,3.7345819464901e-09,0
"SMG8",-0.151374053609036,4.07069432167421e-07,5.62728954932683e-07
"GDPD1",-0.866586419551384,1.13904749367948e-06,2.90021846003767e-06
"YPEL2",0.15723649039303,1.42586338716992e-05,1.26830449073289e-05
"RP11-567L7.5",0,0,0
"LINC01476",0,0,0
"DHX40",-1.40844039727434,5.55705793637727e-06,1.64057133784221e-05
"RP11-758H9.2",-0.163897391983971,7.23388523035133e-06,8.2245001105546e-06
"CLTC",-0.997823771869656,4.27012099761678e-05,8.6270677475449e-05
"PTRH2",-0.36992117602164,1.00572291818978e-05,1.32890607049487e-05
"VMP1",-0.847777631833786,0.000118853070447048,0.000214702739728162
"TUBD1",-0.025728606368806,6.23301726869198e-06,6.36316587500803e-06
"RPS6KB1",-0.451843061589469,1.0744392260052e-05,1.50638212551211e-05
"RP11-178C3.1",0.00537782712473051,3.7345819464901e-09,0
"RNFT1",0.628822240752363,1.98903834470063e-05,1.25098975365804e-05
"TBC1D3P1-DHX40P1",0.0107356821482897,7.46916389298021e-09,0
"RP11-178C3.2",-0.0956123742416203,4.22007759953382e-07,5.19442112245553e-07
"HEATR6",0.0371693136262176,4.60100495807581e-06,4.45854479677433e-06
"CTD-2319I12.2",1.3278788512024,5.53091586275184e-06,1.60161317942379e-06
"CTD-2319I12.5",0,0,0
"CA4",-1.61387195716302,1.04568294501723e-07,2.38077634779212e-06
"USP32",0.682147115428289,1.52595018333586e-05,9.13352380698431e-06
"C17orf64",0.189901626132538,4.36946087739342e-07,2.59721056122777e-07
"APPBP2",-0.417865235791985,1.12186841672563e-05,1.53235423112438e-05
"RP11-15E18.1",0.0725580203459277,9.70991306087427e-08,4.32868426871295e-08
"RP11-15E18.4",0,0,0
"PPM1D",0.318352597106818,6.0761648269394e-06,4.67497901020998e-06
"AC110602.1",0,0,0
"BCAS3",-0.644829541980884,4.09683639529964e-06,6.96918167262784e-06
"RP11-264B14.1",0.0160737128662002,1.12037458394703e-08,0
"RP11-264B14.2",-0.0825555214920708,2.61420736254307e-08,8.65736853742589e-08
"RP11-136H19.1",0.0266908844186505,1.86729097324505e-08,0
"RP11-332H18.7",-0.0611358689104228,0,4.32868426871295e-08
"RP11-332H18.5",-0.17076686773444,3.7345819464901e-09,1.29860528061388e-07
"TBX2-AS1",-0.250687986533653,2.24074916789406e-08,2.16434213435647e-07
"TBX2",-0.984564275805225,5.22841472508614e-08,1.08217106717824e-06
"C17orf82",-1.73575199512026,4.10804014113911e-08,2.46735003316638e-06
"TBX4",0,0,0
"RP11-15K2.2",0,0,0
"NACA2",-0.349932887180455,7.22268148451186e-06,9.47981854848135e-06
"BRIP1",0.445860943610307,1.18759705898385e-06,6.06015797619812e-07
"INTS2",-0.279413314697311,3.85408856877779e-06,4.89141322364563e-06
"MED13",-0.714810367286797,1.68579029064563e-05,2.83095951173827e-05
"RP11-51L5.7",0,0,0
"EFCAB3",0.0989006323577273,7.0957056983312e-08,0
"METTL2A",-0.445810637862822,6.91644576489967e-06,9.78282644729126e-06
"TLK2",-0.310164167057166,1.08041455711959e-05,1.36353554464458e-05
"CTD-3035K23.6",0.143482622036726,1.04568294501723e-07,0
"CTD-3035K23.7",-0.204329805373036,9.33645486622526e-08,2.59721056122777e-07
"MRC2",-0.595055563714555,1.8112722440477e-06,3.24651320153471e-06
"RP11-156L14.1",-0.106545970445325,8.96299667157625e-08,1.73147370748518e-07
"MARCH10",-2.12824092439564,1.79259933431525e-07,4.15553689796443e-06
"RP11-453A12.1",-0.594908989155286,2.35278662628877e-07,8.65736853742589e-07
"RP11-180P8.1",0,0,0
"RP11-180P8.3",0.0632474913740041,4.48149833578812e-08,0
"TANC2",-1.13803687547192,9.93772255961017e-06,2.307188715224e-05
"RP11-556O9.2",0,0,0
"AC037445.1",0,0,0
"RP11-269G24.2",0,0,0
"AC015923.1",0,0,0
"RP11-269G24.3",-0.0344449844917722,1.86729097324505e-08,4.32868426871295e-08
"RP11-269G24.4",0.0107356821482897,7.46916389298021e-09,0
"CYB561",-2.81904616465891,5.26949512649754e-06,4.32435558444423e-05
"RP11-269G24.6",0.00537782712473051,3.7345819464901e-09,0
"ACE",1.12978157061589,1.72911144122492e-05,7.35876325681201e-06
"CTD-2501B8.1",-0.00823894403914502,3.7345819464901e-08,4.32868426871295e-08
"KCNH6",-0.144061741561569,1.00833712555233e-07,2.16434213435647e-07
"DCAF7",0.0649315874041531,4.36049788072184e-05,4.16419426650185e-05
"TACO1",-0.680944353540078,9.34392403011824e-06,1.55832633673666e-05
"MAP3K3",0.522893553303616,8.52231600189042e-06,5.62728954932683e-06
"LIMD2",3.39317532971646,0.000124111361827706,1.09082843571566e-05
"STRADA",-0.0969402003965155,5.82594783652456e-07,6.92589482994071e-07
"RP11-51F16.8",0,0,0
"CCDC47",-0.718919905430527,3.65839647478171e-05,6.0861300818104e-05
"DDX42",-1.07696110910231,1.64022839089845e-05,3.57116452168818e-05
"FTSJ3",-0.316984575431016,9.25429406340248e-06,1.17740212108992e-05
"PSMC5",-0.366245419357737,8.08088841581528e-05,0.000104451151404043
"SMARCD2",-1.27978225624153,1.00908404194163e-05,2.59288187695905e-05
"CSH2",0,0,0
"GH2",-0.109050331229096,7.46916389298021e-09,8.65736853742589e-08
"CSH1",0,0,0
"CSHL1",0,0,0
"GH1",0.251523605039192,1.90463679270995e-07,0
"CD79B",4.19167445858243,4.65403602171597e-05,1.60161317942379e-06
"SCN4A",-0.318598338149343,4.48149833578812e-08,3.03007898809906e-07
"CTC-264K15.6",0,0,0
"PRR29-AS1",-0.0441523957885455,8.51484683799744e-07,9.09023696429719e-07
"PRR29",-3.21009841777674,1.97932843163975e-07,1.00858343461012e-05
"ICAM2",1.41070224837436,3.92915366590224e-05,1.41547975586913e-05
"ERN1",0.567960986994188,4.15509587366489e-05,2.77035793197629e-05
"SNHG25",-0.397587922497581,2.78226355013513e-06,3.98238952721591e-06
"TEX2",0.121938512972057,7.95465954602392e-06,7.22890272875062e-06
"PECAM1",1.5624050700408,6.44700881422587e-05,2.11672660740063e-05
"MILR1",1.24986985098443,1.39374598243011e-05,5.28099480782979e-06
"POLG2",-0.622019382281417,6.20314061312006e-06,1.00858343461012e-05
"DDX5",0.708479291096728,0.000603713844559858,0.000369063620750466
"CEP95",-0.290300670984529,8.24222235590366e-06,1.03022685595368e-05
"SMURF2",-0.774571463175574,9.47836898019188e-06,1.69251554906676e-05
"LRRC37A3",-0.623439429168126,7.73058462923451e-07,1.73147370748518e-06
"RP11-927P21.1",-0.163773178796395,8.58953847692724e-08,2.16434213435647e-07
"RP11-927P21.2",0.0276677406195121,6.34878930903318e-08,4.32868426871295e-08
"RP11-583F2.2",0.222420298981665,9.74725888033917e-07,6.92589482994071e-07
"GNA13",1.6880995313545,4.53228865026039e-05,1.3375634390323e-05
"RP11-583F2.5",0.662199452158832,7.87996790709412e-07,1.29860528061388e-07
"RP11-160O5.1",-0.419558999050562,3.85782315072428e-06,5.49742902126544e-06
"RGS9",1.64972555315315,3.08849926974732e-06,3.03007898809906e-07
"CRAT40",0,0,0
"AXIN2",-0.988178085989211,5.07903144722654e-07,1.99119476360795e-06
"CTD-2535L24.2",0.00537782712473051,3.7345819464901e-09,0
"CEP112",-0.90455363141222,1.43034488550571e-06,3.54952110034462e-06
"APOH",-1.45628956562931,1.12037458394703e-08,1.77476055017231e-06
"PRKCA",0.208470621162277,1.00086796165935e-05,8.5275080093645e-06
"PRKCA-AS1",0.0107356821482897,7.46916389298021e-09,0
"CACNG5",0,0,0
"CACNG4",-1.32322999146895,2.24074916789406e-08,1.55832633673666e-06
"RP11-349A8.3",0.0160737128662002,1.12037458394703e-08,0
"RP11-74H8.1",0,0,0
"CACNG1",-0.176144694859171,0,1.29860528061388e-07
"HELZ",0.343372934233437,2.67396067368691e-05,2.08642581751964e-05
"RP11-401F2.4",0,0,0
"RP11-401F2.3",0.297440412620074,8.14138864334843e-07,4.76155269558424e-07
"PSMD12",-0.58914075555185,3.26402462123235e-05,4.96067217194504e-05
"PITPNC1",-0.0926556183536783,1.53229897264489e-05,1.64057133784221e-05
"NOL11",-0.222952134902973,1.20589651052165e-05,1.42413712440656e-05
"BPTF",-0.317894409978692,4.85234232307459e-05,6.07314402900426e-05
"RP11-855A2.3",0.0276677406195121,6.34878930903318e-08,4.32868426871295e-08
"C17orf58",-0.874929592526025,7.19280482893994e-06,1.40249370306299e-05
"RP11-855A2.5",0.0160737128662002,1.12037458394703e-08,0
"KPNA2",-0.323486036922898,3.546359016387e-05,4.46287348104305e-05
"AC145343.2",-1.23482483246665,1.60587023699074e-07,1.73147370748518e-06
"RP11-147L13.11",-0.807023962163632,3.87649606045673e-06,7.53191062756053e-06
"RP11-147L13.12",-0.656696341016558,9.52318396354976e-07,2.07776844898221e-06
"RP11-147L13.13",-0.932026339628451,8.62688429639214e-07,2.55392371854064e-06
"RP11-147L13.14",0.421657981284776,5.71391037812986e-07,1.73147370748518e-07
"RP11-147L13.8",0.253201704483393,2.95031973772718e-07,8.65736853742589e-08
"RP11-147L13.15",1.30702722480214,3.40220415325248e-06,7.7916316836833e-07
"RP11-147L13.2",1.17742122099297,2.24074916789406e-06,4.32868426871295e-07
"AMZ2",-0.038848133014514,3.63374823393487e-05,3.73565452389927e-05
"ARSG",0.356937053945143,1.03149153362057e-05,7.83491852637043e-06
"SLC16A6",1.11913907323943,9.72858597060672e-06,3.93910268452878e-06
"WIPI1",-0.0726756744720935,2.52644468680055e-05,2.66214082525846e-05
"PRKAR1A",-0.425714486129228,7.24135439424431e-05,9.76118302594769e-05
"FAM20A",-0.418818473809412,6.77453165093305e-06,9.39324486310709e-06
"RP11-120M18.5",0,0,0
"LINC01482",0.0837284740253156,5.97533111438416e-08,0
"RP11-118B18.2",-0.0239053770251078,2.61420736254307e-08,4.32868426871295e-08
"ABCA8",-0.253071326171845,9.33645486622526e-08,3.03007898809906e-07
"ABCA9-AS1",-0.418258608592085,7.46916389298021e-09,3.46294741497036e-07
"ABCA9",-0.0917876983323905,1.00833712555233e-07,1.73147370748518e-07
"ABCA6",0.765846721949955,2.09883505392744e-06,8.2245001105546e-07
"ABCA10",-0.348436529331022,2.61420736254307e-07,6.06015797619812e-07
"ABCA5",-0.689681776564853,9.81821593732248e-06,1.64490002211092e-05
"MAP2K6",-0.0223287574871483,7.0172794774549e-06,7.14232904337636e-06
"RP1-193H18.3",0,0,0
"RP1-193H18.2",-0.662832140923987,4.51884415525302e-07,1.29860528061388e-06
"LINC01483",0.295521868161412,4.92964816936694e-07,2.16434213435647e-07
"LINC01497",0,0,0
"AC002539.1",0,0,0
"LINC01028",0,0,0
"KCNJ16",-1.14136083529573,2.24074916789406e-08,1.25531843792675e-06
"KCNJ2-AS1",-0.870185458011025,3.99600268274441e-07,1.55832633673666e-06
"KCNJ2",-0.242879557253157,2.0764275622485e-06,2.6404974039149e-06
"CTD-2378E21.1",0.0266908844186505,1.86729097324505e-08,0
"RP11-238F2.1",0,0,0
"CASC17",0,0,0
"AC118653.2",0,0,0
"AC005152.3",-0.0397438034709436,1.49383277859604e-08,4.32868426871295e-08
"LINC01152",-0.234964638955305,3.36112375184109e-08,2.16434213435647e-07
"AC007461.2",0,0,0
"SOX9",-4.73641833692725,1.90463679270995e-07,3.07336583078619e-05
"LINC00511",-3.37917036000179,1.06809043669617e-06,2.05179634336994e-05
"RP11-1124B17.1",0,0,0
"RP11-57A1.1",-0.114408186252655,3.7345819464901e-09,8.65736853742589e-08
"CTD-3010D24.3",-1.01704417388562,7.46916389298021e-09,1.03888422449111e-06
"SLC39A11",-0.44403548250391,1.46582341399737e-05,2.03015292202637e-05
"RP11-171G2.1",0,0,0
"SSTR2",-0.220508482839498,3.46195746439633e-06,4.19882374065156e-06
"COG1",-0.481067020733454,6.53925298830417e-06,9.52310539116848e-06
"RP11-143K11.7",-0.138914202973855,2.61420736254307e-08,1.29860528061388e-07
"FAM104A",0.0351473650283851,2.39760160964665e-05,2.33748950510499e-05
"C17orf80",-0.303535707546881,2.3005024790379e-06,3.07336583078619e-06
"CPSF4L",-0.119786013377386,0,8.65736853742589e-08
"CDC42EP4",-3.57359632935278,2.06895839835552e-06,3.55384978461333e-05
"SDK2",0.0553417230758278,5.78860201705966e-07,5.19442112245553e-07
"RP11-449L23.2",0,0,0
"RP11-449L23.3",0.0160737128662002,1.12037458394703e-08,0
"RP11-277J6.2",0,0,0
"RP11-277J6.3",0,0,0
"CTD-2532D12.4",0,0,0
"LINC00469",0.00537782712473051,3.7345819464901e-09,0
"AC125421.1",-0.0504001867621332,7.46916389298021e-09,4.32868426871295e-08
"CTD-2532D12.5",0,0,0
"CTD-2582D11.1",0.00537782712473051,3.7345819464901e-09,0
"RP11-101O21.1",0,0,0
"RPL38",0.153567469974702,0.0011273209063675,0.00101338827414839
"MGC16275",0.583091228323584,1.14651665757246e-06,4.32868426871295e-07
"TTYH2",0.75378040787362,1.92704428438889e-06,7.35876325681201e-07
"CTD-2514K5.4",0.0424715616314177,2.98766555719208e-08,0
"DNAI2",-2.32884955441656,1.38179532020134e-07,4.71826585289711e-06
"RP11-647F2.2",0,0,0
"KIF19",-2.14381117975761,2.31170622487737e-06,1.36353554464458e-05
"BTBD17",-0.0983939479379066,1.49383277859604e-08,8.65736853742589e-08
"GPR142",0.0107356821482897,7.46916389298021e-09,0
"GPRC5C",-4.03196025482865,1.84488348156611e-06,4.55377585068602e-05
"CD300A",2.38102947423966,3.28456482193805e-05,5.49742902126544e-06
"CD300LB",0.983098327153549,1.49009819664955e-06,2.59721056122777e-07
"CD300C",1.6023273830021,1.54424963487366e-05,4.4152579540872e-06
"CD300LD",0.0319703127673192,2.24074916789406e-08,0
"C17orf77",0.176300722779414,2.27809498735896e-07,8.65736853742589e-08
"CTD-2006K23.1",0.801723045014893,7.43181807351531e-07,0
"CD300E",2.96592915268624,1.0195408713918e-05,4.32868426871295e-07
"RAB37",1.66838770818026,6.85669245375583e-06,1.4717526513624e-06
"CTD-2006K23.2",-0.0878157006100668,2.24074916789406e-08,8.65736853742589e-08
"CD300LF",1.65807080012848,2.72923248649497e-05,7.96477905443182e-06
"RP11-452I5.2",0.0107356821482897,7.46916389298021e-09,0
"SLC9A3R1",-0.95500519916066,2.54175647278116e-05,5.02127375170702e-05
"NAT9",-0.485144173928289,1.19917426301797e-05,1.71848765467904e-05
"TMEM104",-0.242397844352645,3.57772950473752e-06,4.4152579540872e-06
"GRIN2C",-0.244928913712469,2.09136589003446e-07,4.32868426871295e-07
"FDXR",-1.13474292000347,5.52718128080535e-06,1.33323475476359e-05
"FADS6",-0.429697694218745,8.02935118495372e-07,1.42846580867527e-06
"USH1G",0.00537782712473051,3.7345819464901e-09,0
"OTOP2",0.00537782712473051,3.7345819464901e-09,0
"AC087651.1",0,0,0
"OTOP3",0,0,0
"HID1",-2.27567162027857,3.07729552390784e-06,1.87432028835271e-05
"HID1-AS1",0.00537782712473051,3.7345819464901e-09,0
"CDR2L",-2.37539803492105,2.68889900147287e-07,5.5840027066397e-06
"ICT1",-0.758110341588358,1.85309956184839e-05,3.20322635884758e-05
"KCTD2",-1.02432591183044,2.02414341499764e-06,5.1511342797684e-06
"AC087651.2",0,0,0
"ATP5H",-0.500856780790302,0.000172694538369595,0.000244787095395717
"SLC16A5",-1.08846403030954,2.21834167621512e-06,5.84372376276248e-06
"ARMC7",0.0982703090715541,5.53838502664482e-06,5.10784743708128e-06
"NT5C",-0.236212202662739,4.36908741919877e-05,5.16412033257454e-05
"HN1",-0.115793389117545,0.000184204519928678,0.000199682205315728
"SUMO2",-0.314930442960247,0.000438917947007089,0.000546236667868887
"NUP85",-0.160466587431373,8.3766673059773e-06,9.47981854848135e-06
"GGA3",0.123727851263954,6.69237084811026e-06,6.06015797619812e-06
"MRPS7",-0.298103682530673,5.62838845155523e-05,6.94320956701556e-05
"MIF4GD",0.417352875666647,3.60611232753084e-05,2.6751268780646e-05
"RP11-649A18.12",-0.00233235480090837,2.57686154307817e-07,2.59721056122777e-07
"SLC25A19",1.22073145590551,2.05999540168394e-05,8.26778695324172e-06
"GRB2",1.35079485266237,0.000126307296012242,4.89141322364563e-05
"RP11-16C1.3",0.10392276697376,7.46916389298021e-08,0
"RP11-16C1.1",-0.0344449844917722,1.86729097324505e-08,4.32868426871295e-08
"TMEM94",-0.722278235988195,4.17152803422945e-06,7.53191062756053e-06
"CASKIN2",-1.78737682240804,2.42747826521857e-07,3.28980004422184e-06
"TSEN54",0.578911643978522,2.06671764918762e-05,1.35054949183844e-05
"LLGL2",-2.95457179322744,6.42721552990947e-06,5.65759033920782e-05
"MYO15B",0.178396962053735,2.97272722940612e-06,2.51063687585351e-06
"RECQL5",-0.841444867962763,2.77105980429566e-06,5.75715007738822e-06
"SMIM5",-3.84580283778775,8.06669700441862e-07,2.49765082304737e-05
"SMIM6",-3.30095236660091,2.39013244575367e-07,1.12112922559665e-05
"SAP30BP",0.133174578643479,3.21883617967982e-05,2.92619056564995e-05
"RP11-474I11.8",-0.0239053770251078,2.61420736254307e-08,4.32868426871295e-08
"RP11-474I11.7",-0.0611358689104228,0,4.32868426871295e-08
"ITGB4",-3.75140262436379,6.68490168421728e-07,2.14702739728162e-05
"GALK1",-0.261864596589002,2.26502395054625e-05,2.73572845782658e-05
"H3F3B",0.120445684977975,0.00126485435571089,0.00116346375774467
"UNK",-0.22782334817217,1.06472931294433e-05,1.26397580646418e-05
"RP11-552F3.4",0,0,0
"UNC13D",1.01178482407427,1.88222930103101e-05,8.83051590817441e-06
"WBP2",-0.311123862575529,4.72910111884042e-05,5.89133928971832e-05
"TRIM47",-2.38610827923321,4.81387612902574e-06,2.93917661845609e-05
"RP11-552F3.9",-0.172310374741301,3.09970301558679e-07,4.76155269558424e-07
"TRIM65",0.224925176739366,5.43008215019661e-06,4.50183163946146e-06
"RP11-552F3.10",-0.056538522003382,4.48149833578812e-08,8.65736853742589e-08
"MRPL38",-0.145146092039189,6.87163078154179e-07,8.65736853742589e-07
"RP11-552F3.12",0.00537782712473051,3.7345819464901e-09,0
"ACOX1",-0.632329773268242,1.39710710618195e-05,2.22061502984974e-05
"RP11-552F3.13",0.0266908844186505,1.86729097324505e-08,0
"TEN1",-0.0158632464036258,7.46916389298021e-08,8.65736853742589e-08
"TEN1-CDK3",-0.0424508056028199,9.70991306087427e-08,1.29860528061388e-07
"CDK3",0,0,0
"EVPL",-2.91489811667386,4.18273178006892e-07,9.696252761917e-06
"SRP68",-0.340389901889303,1.9072510000725e-05,2.4413779275541e-05
"ZACN",-0.144061741561569,1.00833712555233e-07,2.16434213435647e-07
"GALR2",0.0940116441167001,4.36946087739342e-07,3.46294741497036e-07
"EXOC7",-0.241849106239068,2.54698488750625e-05,3.03007898809906e-05
"FOXJ1",-4.31091993241111,2.65155318200797e-07,2.41107713767311e-05
"RP11-449J21.5",-0.747970504785642,3.36112375184109e-08,7.35876325681201e-07
"RNF157",0.835896667040844,3.56652575889805e-06,1.55832633673666e-06
"UBALD2",0.0729782682197229,4.15322858269164e-05,3.94343136879749e-05
